sequence,method,sp_raw,sp_norm,wsp_raw,wsp_norm
BB30006,MUSCLE,6729.0,0.04133495503464544,554.31799402938,0.9814307905358594
BB30006,BAliBASE,6383.0,0.043276923494155614,495.35233657354297,0.9613046728719552
BBS30024,ClustalW,104605.0,0.15063737010667957,204.64292272220317,0.7382991386617361
BBS30024,MUSCLE,115074.0,0.13512713745217814,274.28771110884406,0.8204149285265022
BBS30024,BAliBASE,109784.0,0.15756312772510556,207.61827908505572,0.7126123537965824
BBS30011,ClustalW,210773.0,0.2920264353801818,154.61555995255839,0.7046243829862137
BBS30011,MUSCLE,216042.0,0.27405368378323525,163.2849245289058,0.7469270953353434
BBS30011,BAliBASE,214777.0,0.28843065105285776,151.66513902398756,0.7157782134970079
BB30004,ClustalW,157665.0,0.1535872582923384,113.50056736473272,0.808947637046752
BB30004,MUSCLE,162608.0,0.12522757027339237,157.60881472590552,0.8750861175365945
BB30004,BAliBASE,158850.0,0.1490499648135116,121.36099425878339,0.8192013769795438
BB30022,ClustalW,78119.0,0.14987289802104617,123.38427827274498,0.8757349203030992
BB30022,MUSCLE,81839.0,0.128031476353624,145.59562728656942,0.9123243574340193
BB30022,BAliBASE,80523.0,0.15137040378975863,116.04339482355567,0.8705243341716756
BB30014,ClustalW,50113.0,0.17540918191618945,111.95824893320521,0.7742862985574246
BB30014,MUSCLE,52106.0,0.14886577909833723,151.45893928798088,0.8428713798084514
BB30014,BAliBASE,51717.0,0.17807535241820524,131.17816388243264,0.7625332033896536
BBS30019,ClustalW,31971.0,0.21424550681516627,92.19677882251774,0.6669599924235697
BBS30019,MUSCLE,34552.0,0.2053000594177065,96.07724049960396,0.7494358705049106
BBS30019,BAliBASE,33125.0,0.20645575458409682,94.93958219419363,0.7025815091364486
BBS30012,ClustalW,174197.0,0.19892769048054085,233.0771858812093,0.7172931553876344
BBS30012,MUSCLE,179772.0,0.181192549588776,259.7392955366815,0.7716371940201804
BBS30012,BAliBASE,174265.0,0.18659521158129175,266.7633365919952,0.7397226454639905
BB30005,ClustalW,771750.0,0.10045960840343485,1164.0269765461846,0.9228045110495213
BB30005,MUSCLE,806083.0,0.08618642320831958,1510.3474394108337,0.9549094247349124
BB30005,BAliBASE,774792.0,0.096560477293846,1268.2362618943391,0.9196313350367114
BBS30015,ClustalW,5789.0,0.21536458333333333,14.269403556450577,0.8007743243469693
BBS30015,MUSCLE,6254.0,0.2222459132906894,11.152726336181576,0.8201112813253784
BBS30015,BAliBASE,6270.0,0.22791712104689205,16.408185134317126,0.774555200957146
BBS30006,ClustalW,3645.0,0.18612132352941177,28.30165702997512,0.6575805949872731
BBS30006,MUSCLE,3679.0,0.14228255404725992,44.63099719851662,0.7607480617600944
BBS30006,BAliBASE,3550.0,0.18269775101641705,35.93697629105888,0.6144687130397212
BB30007,ClustalW,7230.0,0.06948448852496829,106.82771541770462,0.7181388307971278
BB30007,MUSCLE,8301.0,0.04522719843085976,245.77831396459857,0.8939989782757163
BB30007,BAliBASE,7937.0,0.03238428646037342,348.3224250129717,0.9588670464901233
BBS30017,ClustalW,4902.0,0.15666347075743048,45.11262080509784,0.7146234336454037
BBS30017,MUSCLE,5585.0,0.16118326118326118,52.81636784040269,0.7554638467366946
BBS30017,BAliBASE,5410.0,0.16356764928193498,50.919444454484626,0.7328080445973106
BB30023,ClustalW,161502.0,0.07774012496028804,1008.3493267750988,0.8534572128039815
BB30023,MUSCLE,180573.0,0.06516711765975368,1391.4039162721235,0.9268178244194227
BB30023,BAliBASE,177526.0,0.08844301317832083,957.5761315448872,0.8331289755709782
BB30010,ClustalW,318150.0,0.19542083198968074,776.4960780635835,0.9037810083839241
BB30010,MUSCLE,325377.0,0.16166395468717007,1053.066115328961,0.8570769242897158
BB30010,BAliBASE,320849.0,0.1839308644806237,891.8750411988703,0.8128564486632776
BB30001,ClustalW,788155.0,0.12360268610464642,961.693588142469,0.8905535728913129
BB30001,MUSCLE,841630.0,0.107847358372096,1262.1252893009462,0.9303562233965631
BB30001,BAliBASE,817506.0,0.12915133581786556,1063.0242260025225,0.862744969166603
BB30008,ClustalW,87752.0,0.11588093917544832,249.73619762619478,0.9977838409208987
BB30008,MUSCLE,93680.0,0.09316943151529618,405.5864767613301,1.0317854444185142
BB30008,BAliBASE,82534.0,0.09271503836259674,361.35876468589896,1.0004571605270975
BBS30010,ClustalW,295656.0,0.3707401485939998,301.4816709832076,0.7053473672833862
BBS30010,MUSCLE,300617.0,0.3451499756020552,349.08819572975517,0.7380119088550798
BBS30010,BAliBASE,298504.0,0.374887284144427,305.83548980184537,0.6966757917467055
BB30003,ClustalW,686661.0,0.10617747722087746,956.1519368389509,0.7716233229761275
BB30003,MUSCLE,776632.0,0.06448700278405309,2144.5623844301085,0.9507149918252618
BB30003,BAliBASE,723972.0,0.10199950717116672,1047.813045834962,0.8072440354277691
BB30013,ClustalW,524697.0,0.12322399206214076,739.9366242025047,0.8497008758690314
BB30013,MUSCLE,585691.0,0.08311399151960311,1263.4042349111626,0.9807623937793993
BB30013,BAliBASE,557999.0,0.11530763222172168,618.339420415463,0.9415595724181033
BBS30029,ClustalW,620118.0,0.2249461320255084,400.69371064706075,0.821744743212337
BBS30029,MUSCLE,637930.0,0.1877150831495456,533.2241152178043,0.8815840824179999
BBS30029,BAliBASE,624275.0,0.23002340120333253,396.7110434234879,0.8032178132437793
BB30012,ClustalW,179562.0,0.09899986767819337,624.7251292016558,0.8827275638053754
BB30012,MUSCLE,197441.0,0.09636909410386568,661.9308191708839,0.9097880099230806
BB30012,BAliBASE,189864.0,0.10931828650391524,612.072603861664,0.8616419281872639
BB30029,ClustalW,671861.0,0.11399608396734151,1164.4791789270357,0.9461204404378268
BB30029,MUSCLE,708811.0,0.09968528179781753,1434.2044906503015,0.9807241549058073
BB30029,BAliBASE,680956.0,0.11657337055933326,1178.0813627458942,0.9360677825699122
BB30009,ClustalW,25268.0,0.12882831898112035,71.71270754625048,0.8503798343915955
BB30009,MUSCLE,28039.0,0.10097412535786952,123.30503485291092,0.8925711880839442
BB30009,BAliBASE,23608.0,0.12079781409580728,99.49635905613746,0.7368925605715752
BBS30020,ClustalW,30708.0,0.18811565792697868,39.143953632635615,0.7948935480883988
BBS30020,MUSCLE,31836.0,0.18624078624078624,43.76394239758291,0.7952583007223765
BBS30020,BAliBASE,30767.0,0.18498677248677248,41.74823923033511,0.7870635405838124
BBS30007,ClustalW,7868.0,0.24788909892879646,21.31620553737161,0.6208946809189971
BBS30007,MUSCLE,8085.0,0.238158359844468,33.667910537835354,0.6538190262371748
BBS30007,BAliBASE,7763.0,0.23245298838184214,30.142386663028688,0.6334682179731799
BB30026,ClustalW,257342.0,0.08944430541652763,768.378712533152,0.8706679141785484
BB30026,MUSCLE,294702.0,0.07630654983842904,795.957363425562,0.9510539185462399
BB30026,BAliBASE,283407.0,0.10526028435174042,654.847116247403,0.8383391636526814
BBS30028,ClustalW,597427.0,0.3872094440094782,220.18646712936473,0.799091265337923
BBS30028,MUSCLE,606967.0,0.3063175499723441,333.1761878837299,0.8736752387735874
BBS30028,BAliBASE,604094.0,0.37809564581706023,234.1225610996486,0.8044280642334891
BBS30023,ClustalW,162706.0,0.1664879400460869,327.58335527090117,0.667786956601153
BBS30023,MUSCLE,171148.0,0.12085152776757822,611.0230162517629,0.8028438331408835
BBS30023,BAliBASE,168886.0,0.1712732059444538,331.1462477191746,0.6711875429395583
BB30016,ClustalW,33391.0,0.051369504750652294,467.9052760311359,0.9360641207061361
BB30016,MUSCLE,35778.0,0.035813813813813815,726.1408902069869,1.0207586295030173
BB30016,BAliBASE,31047.0,0.049539975682377384,498.2422825535333,0.9291659723015533
BB30025,ClustalW,58545.0,0.03849965442704925,499.07485603458906,0.92449985011378
BB30025,MUSCLE,63128.0,0.0251583255254901,909.0015094984357,1.0176283462183384
BB30025,BAliBASE,59931.0,0.04455511791705883,460.45518024122447,0.8853159255749299
BB30017,ClustalW,5591.0,0.13278707991924948,67.63881580534255,0.6888684494175189
BB30017,MUSCLE,6352.0,0.13503401360544218,81.49023507530386,0.7341301452728514
BB30017,BAliBASE,5950.0,0.1362179487179487,75.52939555636495,0.6949342245868555
BBS30027,ClustalW,4638.0,0.18633989554037766,19.66384504345766,0.8480427345888679
BBS30027,MUSCLE,4812.0,0.182203710715638,21.453204701713656,0.8625299836903835
BBS30027,BAliBASE,4530.0,0.17926394934705184,16.16550634177608,0.8098293171983216
BBS30014,ClustalW,48902.0,0.2171993533142644,79.34101102127093,0.7159424076013094
BBS30014,MUSCLE,50718.0,0.1901174036255679,102.68156911644537,0.7831149439616784
BBS30014,BAliBASE,50547.0,0.21809121111446692,93.90533377121685,0.7016494497512553
BB30030,ClustalW,166695.0,0.06673109125620344,805.421969647571,0.8035017103316152
BB30030,MUSCLE,176657.0,0.02932199738212161,2353.1836230529466,0.9585219781532003
BB30030,BAliBASE,162787.0,0.04272215391438878,1584.0403920412914,0.8892538416897265
BBS30001,ClustalW,365352.0,0.2524212548103828,139.54905775131144,0.780610249378358
BBS30001,MUSCLE,377656.0,0.2369041420712238,159.9758589007592,0.8139618223042663
BBS30001,BAliBASE,365914.0,0.2528095399304956,139.68171765439266,0.7785321502843988
BBS30025,ClustalW,51565.0,0.15909231148957176,61.56148242059437,0.7618617958928748
BBS30025,MUSCLE,53675.0,0.13160443397221044,85.34414646803145,0.8413036101359206
BBS30025,BAliBASE,52566.0,0.15694903918500913,64.92222921199917,0.7715404649316279
BBS30021,ClustalW,385896.0,0.15080012035998577,293.77801493322437,0.7816079434743176
BBS30021,MUSCLE,412407.0,0.11806433881943391,472.6679264490712,0.877258372793684
BBS30021,BAliBASE,395014.0,0.13951042406134004,344.592953875441,0.8121846564097284
BB30015,ClustalW,10270.0,0.07108250276854929,142.5871350019667,1.0010800997621332
BB30015,MUSCLE,11605.0,0.0754944054124382,156.09863042223216,1.0091244805748085
BB30015,BAliBASE,10657.0,0.06895056935817806,158.47730701916075,1.0017427301029698
