sequence,method,sp_raw,sp_norm,wsp_raw,wsp_norm
BB30030,ClustalW,166695.0,0.32001106256397266,696.6277921506659,0.8084445983600514
BB30030,MUSCLE,176657.0,0.32001427920705866,2058.762340936834,0.9660846954547431
BB30030,BAliBASE,162787.0,0.32001157016709236,1376.1829982019622,0.8933732802629523
BBS30016,ClustalW,14379.0,0.3200427848175151,11.746913517948741,0.7064186676648206
BBS30016,MUSCLE,14770.0,0.3200429777749928,11.725453323028683,0.7040420342714718
BBS30016,BAliBASE,14620.0,0.3200428465360382,11.56989478865509,0.7052032112013598
BB30008,ClustalW,87752.0,0.3200411083063247,208.30010251162736,0.9984258603283308
BB30008,MUSCLE,93680.0,0.3200571297164639,363.24255119475123,1.0290674609524166
BB30008,BAliBASE,82534.0,0.3200420253470948,327.3636214311328,0.9922531578480206
BBS30022,ClustalW,75709.0,0.32002019171430823,47.46938196483362,0.784926037009519
BBS30022,MUSCLE,78447.0,0.32002141728952543,54.23077485515272,0.8186201899387564
BBS30022,BAliBASE,77247.0,0.3200199551368773,48.92698145810522,0.8002632477321986
BBS30015,ClustalW,5789.0,0.3201269913715332,12.9030757729197,0.7950825743665008
BBS30015,MUSCLE,6254.0,0.32015152391417945,10.782451858717868,0.8188180302819986
BBS30015,BAliBASE,6270.0,0.32014942315340966,15.417443933615736,0.7754719607241461
BBS30010,ClustalW,295656.0,0.3200368302978549,253.41156553150756,0.7007942970292276
BBS30010,MUSCLE,300617.0,0.32003769308010244,274.16713478707516,0.7347648896104664
BBS30010,BAliBASE,298504.0,0.3200370672040843,251.0914926240787,0.6918676032090224
BBS30001,ClustalW,365352.0,0.3200043511032156,114.7257820855799,0.7755696639653531
BBS30001,MUSCLE,377656.0,0.3200043997799954,132.79145106420233,0.8123400344894589
BBS30001,BAliBASE,365914.0,0.3200041547714396,114.68972919044546,0.7752607598236892
BB30012,ClustalW,179562.0,0.32000913723603985,534.1105532215628,0.8783024661516741
BB30012,MUSCLE,197441.0,0.3200115849144873,571.7535093474551,0.9051579960790875
BB30012,BAliBASE,189864.0,0.3200102337182058,525.8625185348747,0.8580728810412296
BB30006,ClustalW,6279.0,0.32015595851694534,456.18374232719884,0.9584960194966117
BB30006,MUSCLE,6729.0,0.32020179079581884,494.48178600735156,0.9720577399121921
BB30006,BAliBASE,6383.0,0.3201675762327491,465.8664154820768,0.9547215836583182
BBS30003,ClustalW,584732.0,0.3200009808686392,582.8773640598333,0.7458882799299901
BBS30003,MUSCLE,653370.0,0.32000145789135837,966.9245024519691,0.9220121629826362
BBS30003,BAliBASE,617664.0,0.3200011487907858,664.9865738013642,0.7712606759247237
BB30013,ClustalW,524697.0,0.32000505316272077,630.6768613109615,0.8499286355638407
BB30013,MUSCLE,585691.0,0.320008089072623,1082.9833131099472,0.9808275839931798
BB30013,BAliBASE,557999.0,0.3200067187472078,538.7316640283906,0.9330551312354614
BBS30005,ClustalW,455321.0,0.3200050340012922,208.1918854279389,0.7242123146878082
BBS30005,MUSCLE,463774.0,0.32000514487395165,238.143527675496,0.7794187533519116
BBS30005,BAliBASE,460919.0,0.32000504655659884,220.84342269517572,0.7366634117081463
BB30002,ClustalW,54698.0,0.3200374104485185,295.40463445059095,0.8298974683864667
BB30002,MUSCLE,62344.0,0.320060550281707,464.2931528613033,0.9054954011212106
BB30002,BAliBASE,58490.0,0.32005117007308115,387.60166661898376,0.8244554644193268
BBS30013,ClustalW,416289.0,0.320007294641689,224.94406154616138,0.8155776247999081
BBS30013,MUSCLE,432443.0,0.32000827824740186,313.692570790121,0.8732191419056657
BBS30013,BAliBASE,420472.0,0.3200073536109598,199.49719569055776,0.8410393298277341
BB30004,ClustalW,157665.0,0.32001991336683644,96.99632627758463,0.8095644328369948
BB30004,MUSCLE,162608.0,0.320022788802501,133.1707295770767,0.8741327380700109
BB30004,BAliBASE,158850.0,0.32002004231843023,103.63780067363878,0.8182425148815939
BB30016,ClustalW,33391.0,0.3200311027114147,420.3277015057418,0.9361261767258512
BB30016,MUSCLE,35778.0,0.32004250235571957,644.007813442219,1.0126180938951657
BB30016,BAliBASE,31047.0,0.32002384302348813,431.98575581881045,0.9256684039897798
BB30005,ClustalW,771750.0,0.32000398655018586,1023.298338470273,0.9164906367954813
BB30005,MUSCLE,806083.0,0.32000447055116,1313.6819019827203,0.9512969974543487
BB30005,BAliBASE,774792.0,0.32000401154338676,1101.696213118792,0.9139887085582802
BBS30019,ClustalW,31971.0,0.32003123464521643,82.64260713460804,0.6657817803268135
BBS30019,MUSCLE,34552.0,0.32004125949725504,88.01871014313824,0.7400413214634645
BBS30019,BAliBASE,33125.0,0.3200374398381869,87.77893633478334,0.6977563561154064
